,RNA.Enterocytes.BEST4
KDM1B,0.259251757
DEK,0.81551918
RNF144B,0.0
RP4-625H18.2,0.062500732
ID4,0.218397973
MBOAT1,0.692098944
RP11-239H6.2,0.0
E2F3,0.04213473
CDKAL1,0.0
SOX4,0.599309164
CASC15,0.0
DCDC2,0.095594983
MRS2,0.009563594
GPLD1,0.0
ALDH5A1,0.009340487
KIAA0319,0.005987909
TDP2,5.526105088
ACOT13,1.616273897
RP1-30M3.5,0.0
C6orf62,1.20142484
RP1-30M3.6,0.0
GMNN,1.289717153
FAM65B,0.0
RP11-367G6.3,0.0
LRRC16A,0.310827569
SCGN,0.0
SLC17A4,1.798485929
TRIM38,0.419358538
U91328.20,0.069226282
U91328.19,0.0
U91328.22,0.0
HIST1H1A,0.0
HIST1H3A,0.0
HIST1H4A,0.0
HIST1H4B,0.0
HIST1H3B,0.0
HIST1H2AB,0.0
HIST1H2BB,0.033390319
HIST1H3C,0.0
HIST1H1C,1.897532103
HFE,0.0
HIST1H4C,1.329033101
HIST1H2BC,0.172150508
HIST1H2AC,1.604669575
HIST1H1E,0.310034851
HIST1H2BD,0.625540039
HIST1H2BE,0.0
HIST1H4D,0.0
HIST1H3D,0.160875968
HIST1H2BF,0.0
HIST1H4E,0.103339947
HIST1H2BG,0.03047294
HIST1H2AE,0.161792275
HIST1H3E,0.0
HIST1H1D,0.165549664
HIST1H4F,0.0
HIST1H3F,0.0
HIST1H2BH,0.033725425
HIST1H3G,0.049907575
HIST1H2BI,0.0
HIST1H4H,0.12429675
BTN3A2,0.279369136
BTN2A2,0.019139489
BTN3A1,0.337279078
BTN3A3,0.0
BTN2A1,0.210377601
BTN1A1,0.0
HCG11,0.0
CTA-14H9.5,0.0
HMGN4,0.005987909
ABT1,0.218263548
ZNF322,0.20445603
RP11-457M11.5,0.18001888
LINC00240,0.0
RP1-86C11.7,0.0
HIST1H2BJ,0.098807173
HIST1H2AG,0.011131494
HIST1H2BK,0.830928541
HIST1H4I,0.0
HIST1H2AH,0.042235437
PRSS16,0.082819502
ZNF391,0.0
ZNF184,0.070142037
HIST1H2BL,0.0
HIST1H2AI,0.0
HIST1H3H,0.0
HIST1H2AJ,0.008282534
HIST1H2BM,0.0
HIST1H4J,0.0
HIST1H2AK,0.0
HIST1H2BN,0.0
HIST1H2AL,0.0
HIST1H1B,0.0
HIST1H3I,0.0
HIST1H4L,0.0
HIST1H3J,0.0
HIST1H2AM,0.056738734
HIST1H2BO,0.0
OR2B6,0.0
RP1-313I6.12,0.262290432
ZNF165,0.198476456
ZSCAN16-AS1,0.02111725
ZSCAN16,0.0
RP1-265C24.8,0.0
ZKSCAN8,0.008469523
ZSCAN9,0.0
ZKSCAN4,0.044291519
NKAPL,0.0
PGBD1,0.008469523
ZSCAN31,0.0
ZKSCAN3,0.038769307
ZSCAN12,0.0
ZSCAN23,0.0
SCAND3,0.0
XXbac-BPG308K3.5,0.0
XXbac-BPG308K3.6,0.0
HCG14,0.0
TRIM27,0.12959738
C6orf100,0.0
HCG15,0.0
ZNF311,0.0
UBD,0.0
GABBR1,0.0
ZFP57,0.0
HLA-F,2.232951196
XXbac-BPG170G13.32,0.0
HLA-G,0.033521397
HLA-A,26.99125892
HCG9,0.0
ZNRD1-AS1,0.0
ZNRD1,0.446535834
PPP1R11,0.695315798
RNF39,0.0
TRIM31,2.937426486
TRIM31-AS1,0.0
TRIM40,0.0
TRIM10,0.0
TRIM15,1.280483803
TRIM26,0.284575666
HCG17,0.0
HCG18,0.110093387
TRIM39,0.0
RPP21,0.036208762
HLA-E,5.871338699
XXbac-BPG249D20.9,0.0
GNL1,0.297475534
PRR3,0.0
ABCF1,0.308269674
PPP1R10,0.85786069
MRPS18B,0.59724906
ATAT1,0.044943976
C6orf136,0.460602533
DHX16,0.443801477
PPP1R18,0.0
NRM,0.0
MDC1,0.208862063
TUBB,0.508609231
XXbac-BPG252P9.9,0.0
FLOT1,0.856600157
XXbac-BPG252P9.10,0.052587976
IER3,3.600734955
HCG20,0.0
DDR1-AS1,0.0
DDR1,1.015341766
GTF2H4,0.0
VARS2,0.148803741
PSORS1C1,0.115981591
CCHCR1,0.347614711
TCF19,0.0
POU5F1,0.0
XXbac-BPG299F13.17,0.018367767
HCG27,0.017243282
HLA-C,13.00976524
HLA-B,26.66068126
XXbac-BPG181B23.7,0.020241604
MICA,0.119585292
MICB,0.0
DDX39B,0.030419869
NFKBIL1,0.200295642
LTA,0.0
TNF,0.019139489
LTB,0.079194448
LST1,0.027422022
NCR3,0.0
AIF1,0.0
PRRC2A,0.18038084
BAG6,0.314958653
APOM,0.026565223
C6orf47,0.173642393
C6orf47-AS1,0.0
GPANK1,0.250644174
CSNK2B,1.277348374
LY6G5B,0.0
LY6G5C,0.0
ABHD16A,0.0
MEGT1,0.0
C6orf25,0.0
LY6G6C,0.0
DDAH2,1.551635569
CLIC1,8.73598223
MSH5,0.0
SAPCD1-AS1,0.0
VWA7,0.037967167
VARS,0.273829723
LSM2,0.718786204
HSPA1L,0.0
HSPA1A,3.469010783
HSPA1B,1.679577479
C6orf48,0.200943909
NEU1,0.659489334
SLC44A4,2.000593041
EHMT2,0.0
EHMT2-AS1,0.0
C2,0.161573874
ZBTB12,0.0
CFB,0.163925459
NELFE,0.497507711
SKIV2L,0.053130446
DXO,0.018683945
STK19,0.09419345
CYP21A2,0.0
TNXB,0.0
ATF6B,0.311332161
FKBPL,0.061669061
PRRT1,0.033616609
PPT2,0.006530553
EGFL8,0.0
AGPAT1,0.165637886
RNF5,0.84390974
AGER,0.016726436
PBX2,0.13520355
GPSM3,0.0
NOTCH4,0.0
XXbac-BPG154L12.4,0.0
HLA-DRA,2.436160642
HLA-DRB5,0.744918247
HLA-DRB1,1.195051217
HLA-DQA1,0.0
HLA-DQB1,0.03602005
HLA-DQA2,0.0
HLA-DQB2,0.0
HLA-DOB,0.122906882
TAP2-ENSG00000204267,0.122327744
PSMB8,3.16323257
TAPSAR1,0.083374122
PSMB9,1.456291938
TAP1,0.822616328
HLA-DMB,0.0
HLA-DMA,0.695201004
BRD2,0.493943347
HLA-DOA,0.0
HLA-DPA1,0.870948295
HLA-DPB1,0.648638674
COL11A2,0.0
RXRB,0.206041681
SLC39A7,0.605444291
HSD17B8,0.258969175
RING1,0.110579824
HCG25,0.0
VPS52,0.026974536
RPS18,39.87539787
B3GALT4,0.374076416
WDR46,0.178442654
PFDN6,0.975646575
RGL2,0.130783687
TAPBP,3.245051853
ZBTB22,0.026974536
DAXX,0.141399818
KIFC1,0.005565747
PHF1,0.106644211
CUTA,1.109397413
SYNGAP1,0.057603687
ZBTB9,0.011442485
BAK1,0.422999649
LINC00336,0.017243282
ITPR3,0.221041081
UQCC2,0.512694564
LEMD2,0.12831316
RP3-468B3.2,0.0
GRM4,0.0
HMGA1,0.990992278
C6orf1,0.041644456
RP11-513I15.6,0.0
NUDT3,0.106769997
RPS10-NUDT3,0.0
RPS10,3.763815455
PACSIN1,0.0
SPDEF,0.147836148
C6orf106,0.133337382
RP11-140K17.3,0.135851396
SNRPC,0.570337451
UHRF1BP1,0.197595123
TAF11,0.373662304
ANKS1A,0.26507515
TCP11,0.0
SCUBE3,0.0
RP3-329A5.8,0.0
ZNF76,0.084655212
DEF6,0.012518462
PPARD,0.275839263
FANCE,0.0
RPL10A,12.55356866
TEAD3,0.133867934
FKBP5,0.185817571
ARMC12,0.0
SRPK1,0.500617847
MAPK14,0.210544142
MAPK13,0.505517273
RP1-179N16.6,0.0
BRPF3,0.23229199
PNPLA1,0.0
C6orf222,0.065114525
ETV7,0.085352989
RP1-50J22.4,0.0
PXT1,0.0
KCTD20,0.109653038
STK38,0.515251665
SRSF3,2.414621008
CDKN1A,2.086550393
CPNE5,0.020549071
PPIL1,0.005987909
C6orf89,0.430456202
MTCH1,1.169142589
FGD2,0.0
COX6A1P2,0.24355372
PIM1,0.325819638
TMEM217,0.0
TBC1D22B,0.107998735
RNF8,0.394840513
CMTR1,0.098008468
CCDC167,0.111395562
MDGA1,0.0
ZFAND3,0.15399137
BTBD9,0.189200501
GLO1,0.191960484
DNAH8,0.0
SAYSD1,0.181230635
KCNK5,0.0
KCNK17,0.0
KIF6,0.0
DAAM2,0.0
RP11-61I13.3,0.0
MOCS1,0.0
UNC5CL,0.005987909
OARD1,0.378897386
TSPO2,0.0
NFYA,0.047480476
TREM2,0.0
TREM1,0.0
RP11-328M4.2,0.0
FOXP4,0.152609348
MDFI,0.005987909
TFEB,0.101690352
FRS3,0.0
PRICKLE4,0.008469523
USP49,0.0
MED20,0.108738776
BYSL,0.0
CCND3,0.284304872
TAF8,0.057814895
RP11-7K24.3,0.155009921
C6orf132,0.439023188
MRPS10,0.286377857
TRERF1,0.0
UBR2,0.951157243
PRPH2,0.0
TBCC,0.469801238
GLTSCR1L,0.0
RPL7L1,0.257242092
C6orf226,0.243825196
PTCRA,0.0
CNPY3,0.19269028
RP3-475N16.1,0.0
GNMT,0.0
PEX6,0.055998131
PPP2R5D,0.27813013
MEA1,0.403460298
KLHDC3,0.35212457
RRP36,0.057853091
RP1-20C7.6,0.0
CUL7,0.041867159
KLC4,0.406286944
MRPL2,0.433574785
PTK7,0.008469523
SRF,0.005987909
CUL9,0.036424519
RP3-330M21.5,0.0
DNPH1,1.701224174
TTBK1,0.0
CRIP3,0.0
ZNF318,0.079365079
ABCC10,0.033616609
DLK2,0.0
TJAP1,0.03830361
LRRC73,0.0
POLR1C,0.160632079
YIPF3,0.783291339
RP3-337H4.9,0.0
XPO5,0.009563594
RP3-337H4.10,0.0
POLH,0.042235437
RP3-337H4.8,0.0
GTPBP2,0.226460467
MAD2L1BP,0.384729459
RSPH9,0.0
MRPS18A,0.557520187
VEGFA,0.609736563
RP1-261G23.7,0.0
RP5-1120P11.1,0.0
C6orf223,0.0
MRPL14,2.043869987
TMEM63B,0.239752071
CAPN11,0.0
RP1-302G2.5,0.0
SLC29A1,0.019139489
HSP90AB1,5.755191121
SLC35B2,0.099983934
NFKBIE,0.200558176
TCTE1,0.0
AARS2,0.0
CDC5L,0.57595716
SUPT3H,0.008469523
RUNX2,0.0
RP1-244F24.1,0.0
RP1-166H4.2,0.0
CLIC5,0.61767551
RP1-8B1.4,0.0
ENPP4,0.444077881
ENPP5,0.0
RCAN2,0.0
CYP39A1,0.0
SLC25A27,0.0
TDRD6,0.0
PLA2G7,0.0
MEP1A,0.944148933
GPR116,0.019045588
GPR110,0.0
TNFRSF21,0.174294801
RP11-385F7.1,0.008282534
CD2AP,2.635323837
GPR111,0.0
GPR115,0.095085958
MUT,0.353347628
CENPQ,0.193242413
C6orf141,0.028479975
RP3-417L20.4,0.0
PKHD1,0.0
IL17A,0.0
IL17F,0.0
MCM3,0.282912341
PAQR8,0.842795349
EFHC1,0.0
TRAM2,0.020019218
TRAM2-AS1,0.029921486
TMEM14A,0.193794854
GSTA2,0.0
GSTA1,0.046014349
GSTA4,0.014270443
ICK,0.028301752
FBXO9,0.434247694
ELOVL5,0.0
RP3-483K16.4,0.0
GCLC,0.152864364
RP11-345L23.1,0.0
KLHL31,0.0
LRRC1,0.723848386
MLIP,0.0
RP11-411K7.1,0.0
TINAG,0.009340487
FAM83B,0.105235049
HMGCLL1,0.0
BMP5,0.0
COL21A1,0.0
DST,4.370783667
BEND6,0.0
KIAA1586,0.0
ZNF451,0.49405924
RP11-203B9.4,0.0
BAG2,0.0
RAB23,0.093689102
PRIM2,0.0
XXbac-BPGBPG55C20.1,0.0
XXbac-BPGBPG55C20.3,0.0
XXbac-BPGBPG55C20.2,0.156182457
MTRNR2L9,0.037736988
KHDRBS2,0.0
PTP4A1,2.124700011
RP5-1148A21.3,0.0
PHF3,0.73555874
EYS,0.0
RP3-525N10.2,0.0
BAI3,0.0
LMBRD1,0.519452667
COL19A1,0.0
RP11-462G2.1,0.305100405
RP11-462G2.2,0.0
FAM135A,0.84679788
C6orf57,0.182215743
RP11-134K13.4,0.0
SMAP1,1.479152968
B3GAT2,0.065208451
OGFRL1,0.195443494
LINC00472,0.0
RIMS1,0.0
KCNQ5,0.0
KHDC1L,0.0
KHDC1,0.0
RP11-398K22.12,0.0
OOEP,0.0
DDX43,0.0
MB21D1,0.0
MTO1,0.016726436
RP11-505P4.6,0.0
EEF1A1,34.85890462
RP11-505P4.7,0.0
SLC17A5,0.268649498
CD109,0.0
COL12A1,0.0
COX7A2,10.02666433
TMEM30A,0.640253651
RP1-234P15.4,0.0
FILIP1,0.0
SENP6,0.502367469
MYO6,0.850368263
IRAK1BP1,0.0
PHIP,0.636438154
HMGN3,0.595035338
HMGN3-AS1,0.032002048
LCA5,0.0
SH3BGRL2,0.975130668
ELOVL4,0.0
TTK,0.005565747
BCKDHB,0.225737479
RP11-250B2.6,0.017607122
RP11-250B2.3,0.0
RP11-250B2.5,0.0
FAM46A,0.908117707
RP11-379B8.1,0.0
IBTK,0.428808211
TPBG,0.107995844
UBE3D,0.156707081
DOPEY1,0.164598459
PGM3,0.315290474
RWDD2A,0.020241604
ME1,0.125589889
CYB5R4,0.201726455
MRAP2,0.037447145
KIAA1009,0.008469523
TBX18,0.0
RP11-30P6.6,0.3557344
NT5E,0.215039854
SNX14,0.181158597
SYNCRIP,0.439190546
RP1-3J17.3,0.029921486
CGA,0.0
RP11-393I2.4,0.0
ZNF292,1.511857748
GJB7,0.0
SMIM8,0.015967158
RP1-102H19.8,0.0
C6orf163,0.0
SLC35A1,0.249302143
RARS2,0.302089415
ORC3,0.301798957
AKIRIN2,0.303638886
CNR1,0.0
RNGTT,0.026974536
AL079342.1,0.0
RP11-63L7.5,0.0
PNRC1,1.158488317
SRSF12,0.0
PM20D2,0.085481091
GABRR2,0.0
UBE2J1,0.892390425
RRAGD,0.0
ANKRD6,0.0
LYRM2,0.883003048
MDN1,0.111891751
BACH2,0.0
MAP3K7,0.337169261
EPHA7,0.0
MANEA-AS1,0.0
MANEA,0.039381092
UFL1,0.322838729
FHL5,0.0
GPR63,0.0
NDUFAF4,0.202812998
KLHL32,0.0
MMS22L,0.008469523
FBXL4,0.077075286
FAXC,0.0
COQ3,0.05478033
PNISR,1.098519116
RP11-98I9.4,0.005987909
USP45,0.039610876
TSTD3,0.032002048
CCNC,0.244347599
RP1-199J3.7,0.0
ASCC3,0.18386803
RP3-467N11.1,0.008282534
GRIK2,0.0
HACE1,0.080510112
BVES,0.0
RP3-355L5.5,0.0
PREP,0.457136079
PRDM1,0.189380494
ATG5,0.950089146
AIM1,1.261680498
RTN4IP1,0.021843897
QRSL1,0.093733898
C6orf203,0.110142614
BEND3,0.05583595
PDSS2,0.182064304
SOBP,0.0
SCML4,0.0
SEC63,0.271908714
RP1-191J18.66,0.0
OSTM1,0.616952818
SNX3,1.721308226
LACE1,0.045495424
FOXO3,0.348706786
LINC00222,0.0
ARMC2,0.0
SESN1,0.281209636
RP11-787I22.3,0.0
CEP57L1,0.03907588
CD164,3.433015507
RP11-425D10.10,0.0
PPIL6,0.0
SMPD2,0.246738087
MICAL1,0.325907652
ZBTB24,0.038501265
AK9,0.0
FIG4,0.075094199
WASF1,0.0
CDC40,0.137833843
DDO,0.0
CDK19,0.590156177
AMD1,0.864185335
GTF3C6,1.419407456
RPF2,0.285903371
SLC16A10,0.033390319
KIAA1919,0.020856275
RP5-1112D6.4,0.025525816
RP5-1112D6.7,0.0
REV3L,0.017243282
RP5-1112D6.8,0.0
TRAF3IP2-AS1,0.0
TRAF3IP2,0.083480883
C6orf3,0.0
FYN,0.0
TUBE1,0.0
FAM229B,0.0
LAMA4,0.0
RP1-142L7.9,0.0
RP1-142L7.8,0.0
RP11-367G18.1,0.0
MARCKS,2.235854286
RP1-249H1.4,0.020856275
HDAC2,0.521657853
RP3-399L15.3,0.0
HS3ST5,0.0
FRK,0.421026853
NT5DC1,0.238777214
RP3-486I3.5,0.0
TSPYL4,0.0
DSE,0.0
RP3-486I3.7,0.0
TSPYL1,1.048629197
RP1-93H18.1,0.0
RP1-93H18.7,0.0
FAM26F,0.093176838
FAM26E,0.0
RWDD1,0.941469303
RSPH4A,0.0
ZUFSP,0.097050027
KPNA5,0.008469523
FAM162B,0.0
GPRC6A,0.0
RFX6,0.0
GOPC,0.317830551
DCBLD1,0.154774656
NUS1,0.199839003
SLC35F1,0.0
CEP85L,0.0
PLN,0.0
MCM9,0.0
ASF1A,0.336324346
RP11-351A11.1,0.0
FAM184A,0.0
MAN1A1,0.532067954
TBC1D32,0.029921486
GJA1,0.0
HSF2,0.057207691
SERINC1,0.566147954
PKIB,2.966437617
RP11-95G17.2,0.0
SMPDL3A,0.526787773
RNF217,0.177339954
TPD52L1,0.0
HDDC2,0.350542184
RP11-624M8.1,0.0
HEY2,0.0
NCOA7,1.357682486
HINT3,0.110850901
TRMT11,0.406334228
CENPW,0.15759482
RSPO3,0.0
RNF146,0.05011398
ECHDC1,0.807925434
THEMIS,0.0
PTPRK,0.234596468
LAMA2,0.0
RP1-69D17.3,0.0
RP1-69D17.4,0.0
ARHGAP18,0.282521338
L3MBTL3,0.060671616
RP11-73O6.3,0.0
SAMD3,0.0
TMEM200A,0.0
SMLR1,0.0
EPB41L2,0.310093189
AKAP7,0.21339888
MED23,0.182000765
ENPP3,0.020241604
CTAGE9,0.0
ENPP1,0.179339236
CTGF,0.111607143
RP11-69I8.3,0.0
LINC01013,0.0
MOXD1,0.0
STX7,0.768333135
VNN1,0.0
VNN3,0.0
VNN2,0.0
SLC18B1,0.009340487
RPS12,30.58099467
RP3-323P13.2,0.0
TCF21,0.0
TBPL1,0.109054696
SLC2A12,0.0
SGK1,0.821574352
LINC01010,0.0
RP11-557H15.4,0.0
ALDH8A1,0.022905519
HBS1L,0.127892225
MYB,0.048391369
AHI1,0.593402943
LINC00271,0.019139489
PDE7B,0.0
RP13-143G15.4,0.0
MTFR2,0.029370301
BCLAF1,0.542785794
RP3-406A7.7,0.0
MAP7,0.643360431
RP3-325F22.5,0.073361326
MAP3K5,0.094741028
PEX7,0.095149066
SLC35D3,0.0
IL20RA,0.221838492
IFNGR1,0.447523158
RP11-95M15.1,0.0
RP11-356I2.1,0.0
RP11-356I2.4,0.0
TNFAIP3,0.071746226
PERP,1.955722322
KIAA1244,0.0
PBOV1,0.0
HEBP2,2.569944426
NHSL1,0.663433392
RP11-390P2.4,0.0
CCDC28A,0.243175799
ECT2L,0.0
REPS1,0.064084809
ABRACL,2.016445848
HECA,0.125919558
RP1-225E12.2,0.0
TXLNB,0.0
RP11-445F6.2,0.0
CITED2,0.625196135
RP3-460G2.2,0.0
VTA1,0.434961444
GPR126,0.201356225
HIVEP2,0.04114549
RP1-67K17.4,0.0
RP11-439L18.2,0.0
RP11-439L18.1,0.0
RP11-439L18.3,0.0
RP1-45I4.3,0.0
AIG1,0.155325012
ADAT2,0.037721045
PEX3,0.008469523
RP1-20N2.6,0.0
FUCA2,0.276143777
PHACTR2,0.280810984
LTV1,0.085293487
ZC2HC1B,0.0
PLAGL1,0.03426883
SF3B5,2.064219588
STX11,0.038369452
UTRN,0.22594826
EPM2A,0.0
RP3-466P17.1,0.0
FBXO30,0.038139989
RP11-545I5.3,0.0
SHPRH,0.221939097
RAB32,0.754610671
STXBP5-AS1,0.0
RP11-497D6.5,0.0
STXBP5,0.395803907
RP11-361F15.2,0.0
SAMD5,0.040483208
RP11-307P5.1,0.0
SASH1,0.052435907
UST,0.0
TAB2,0.26782655
SUMO4,0.0
ZC3H12D,0.024137674
PPIL4,0.23838604
GINM1,0.424749913
RP1-12G14.7,0.0
KATNA1,0.113539773
LATS1,0.236936815
NUP43,0.0
PCMT1,1.074031777
RP11-350J20.5,0.0
LRP11,0.039057224
RP11-350J20.12,0.0
ULBP2,0.0
ULBP1,0.0
RAET1L,0.0
ULBP3,0.0
PPP1R14C,0.493715094
IYD,0.091267647
PLEKHG1,0.053409538
RP11-136K14.3,0.0
MTHFD1L,0.0
AKAP12,0.0
ZBTB2,0.0
RMND1,0.093960979
C6orf211,0.167594375
CCDC170,0.150060024
ESR1,0.0
SYNE1,0.0
MYCT1,0.0
FBXO5,0.0
MTRF1L,0.209422465
RGS17,0.0
AL590867.1,0.0
IPCEF1,0.0
CNKSR3,0.487820067
SCAF8,0.290734164
TIAM2,0.1074437
RP11-477D19.2,0.019045588
TFB1M,0.132791226
CLDN20,0.0
RP11-230C9.2,0.0
ARID1B,0.142976048
TMEM242,0.169704369
ZDHHC14,0.082402488
SNX9,0.674199871
SYNJ2,0.0
SERAC1,0.0
GTF2H5,0.623197562
RP11-732M18.3,0.221138749
TULP4,0.462926517
TMEM181,0.30927999
DYNLT1,2.529271476
SYTL3,0.0
EZR,4.319511774
C6orf99,0.0
RSPH3,0.02557614
RP1-111C20.4,0.0
TAGAP,0.037736988
FNDC1,0.0
SOD2,1.927674829
WTAP,1.057979063
ACAT2,0.521113016
TCP1,1.349218095
MRPL18,0.924495885
PNLDC1,0.0
IGF2R,0.426957255
RP11-288H12.4,0.0
SLC22A1,0.0
SLC22A3,0.0
PLG,0.0
RP3-428L16.2,0.0
MAP3K4,0.271910029
AGPAT4,0.019139489
PARK2,0.0
PACRG,0.0
CAHM,0.0
QKI,0.0
PDE10A,0.0
SDIM1,0.0
LINC00473,0.0
SFT2D1,0.716749511
MPC1,1.499610937
RP1-168L15.5,0.0
RPS6KA2,0.0
Z98049.1,0.0
RP11-514O12.4,0.0
RNASET2,1.373756266
RP1-167A14.2,0.0
FGFR1OP,0.541468582
CCR6,0.0
UNC93A,0.0
C6orf123,0.0
AL009178.1,0.0
MLLT4,1.01400463
KIF25,0.0
FRMD1,2.028853663
RP11-503C24.4,0.0
DACT2,0.0
SMOC2,0.029178338
THBS2,0.0
WDR27,0.057977737
C6orf120,0.1245626
PHF10,0.110704895
RP1-266L20.2,0.0
RP1-266L20.4,0.0
TCTE3,0.0
ERMARD,0.061626721
LINC00242,0.0
LINC00574,0.013068752
RP5-894D12.5,0.0
RP5-894D12.3,0.0
DLL1,0.020241604
FAM120B,0.073023491
PSMB1,3.627733966
TBP,0.018367767
PDCD2,0.351165644
XX-C2158C12.2,0.0
XX-C2158C6.3,0.0
AC093627.9,0.0
AC093627.10,0.0
RP11-90P13.1,0.0
FAM20C,0.0
AC187652.1,0.0
WI2-2373I1.2,0.0
AC226118.1,0.0
PDGFA,0.546240083
AC147651.3,0.0
PRKAR1B,0.03391738
AC147651.4,0.0
HEATR2,0.037736988
SUN1,0.815701466
GET4,0.038139989
RP11-449P15.2,0.0
ADAP1,0.698451605
COX19,0.366876726
CYP2W1,0.0
C7orf50,0.592699005
GPR146,0.0
RP11-449P15.1,0.0
AC091729.7,0.0
GPER1,0.136840044
ZFAND2A,1.031633022
AC091729.9,0.006530553
MICALL2,0.663870027
RP11-1246C19.1,0.0
INTS1,0.465572
MAFK,0.231458188
TMEM184A,0.15516731
PSMG3,0.150548268
PSMG3-AS1,0.014270443
AC074389.9,0.0
MAD1L1,0.119979538
FTSJ2,0.19460875
NUDT1,0.026993989
SNX8,0.128269492
EIF3B,0.442842164
CHST12,0.026565223
AC004840.9,0.0
LFNG,0.068136335
BRAT1,0.142718323
IQCE,0.211212361
TTYH3,0.0
AMZ1,0.0
GNA12,0.174663121
CARD11,0.0
SDK1,0.0
FOXK1,0.192887147
AP5Z1,0.164430413
RADIL,0.0
RBAK-RBAKDN,0.180023555
RBAK,0.099839124
WIPI2,0.550336452
SLC29A4,0.0
TNRC18,0.157517351
AC093620.5,0.0
AC092171.2,0.0
RP11-1275H24.2,0.0
RP11-1275H24.1,0.0
FBXL18,0.0
ACTB,34.86849254
CTB-161C1.1,0.0
FSCN1,0.0
RNF216,0.265092824
CCZ1,0.212492118
PMS2,0.170418322
AIMP2,0.198539067
EIF2AK1,0.374505777
USP42,0.005987909
CYTH3,0.0
FAM220A,0.0
RAC1,8.215298365
DAGLB,0.005565747
KDELR2,1.922165417
FLJ20306,0.0
ZDHHC4,0.123661882
C7orf26,0.08843013
ZNF853,0.0
RP11-611L7.1,0.261951699
AC073343.1,0.0
ZNF12,0.213056361
CCZ1B,0.079070313
C1GALT1,0.266159262
COL28A1,0.0
RP5-1159O4.2,0.009340487
RP5-1159O4.1,0.0
MIOS,0.0
RPA3,0.759477309
RPA3-AS1,0.055754163
AC009473.1,0.0
GLCCI1,0.009563594
ICA1,0.418823866
AC007009.1,0.0
AC007128.1,0.0
NDUFA4,4.7265902
RP5-855F16.1,0.0
PHF14,0.277309338
THSD7A,0.0
TMEM106B,0.69948664
VWDE,0.0
SCIN,2.674692957
AC011891.5,0.0
ARL4A,1.151220644
ETV1,0.0
AGMO,0.0
MEOX2,0.0
AC005550.3,0.0
RP11-196O16.1,0.0
ISPD,0.0
SOSTDC1,0.009340487
GS1-166A23.1,0.0
GS1-166A23.2,0.0
ANKMY2,0.124142006
BZW2,0.409249827
TSPAN13,0.737162337
AGR2,9.949419002
AGR3,3.642240083
AC003075.4,0.012518462
AHR,0.280226661
AC017060.1,0.0
SNX13,0.793557856
HDAC9,0.0
TWIST1,0.0
TWISTNB,0.232393161
MACC1,0.020856275
CTA-293F17.1,0.030643015
ITGB8,0.0
ABCB5,0.0
SP4,0.038274721
DNAH11,0.0
CDCA7L,0.053635828
RAPGEF5,0.413794741
STEAP1B,0.0
AC002480.3,0.0
IL6,0.0
TOMM7,4.265973717
FAM126A,0.0
KLHL7-AS1,0.0
KLHL7,0.036038687
NUPL2,0.235215652
AC005082.12,0.0
GPNMB,0.0
MALSU1,0.184683315
IGF2BP3,0.0
TRA2A,0.548710794
CCDC126,0.048223926
FAM221A,0.21792406
STK31,0.0
MPP6,0.057279478
DFNA5,0.0
OSBPL3,0.056833682
CYCS,7.032314941
C7orf31,0.0
AC003090.1,0.0
CTD-2227E11.1,0.0
NFE2L3,0.076621443
CTB-119C2.1,0.0
HNRNPA2B1,4.942710876
CBX3,0.612354815
SNX10,0.094967846
AC004540.4,0.0
AC004540.5,0.0
SKAP2,0.426921859
HOXA1,0.0
HOTAIRM1,0.346883165
HOXA2,0.0
HOXA3,0.28196058
HOXA-AS2,0.0
HOXA4,0.037736988
HOXA-AS3,0.0
HOXA5,0.301026845
HOXA6,0.020856275
HOXA7,0.096118268
RP1-170O19.21,0.0
HOXA9,0.084180526
HOXA10-AS,0.026565223
HOXA10,0.447801276
HOXA11,0.053177912
HOXA11-AS,0.0
HOXA13,0.232718726
HOTTIP,0.119841704
HIBADH,0.243269828
AC004549.6,0.0
TAX1BP1,3.139710789
JAZF1,0.0
JAZF1-AS1,0.0
CREB5,0.0
CTB-113D17.1,0.093689102
CPVL,0.005565747
CHN2,0.076980646
AC007255.8,0.0
PRR15,0.790828582
WIPF3,0.038139989
SCRN1,0.568460437
FKBP14,0.251052663
PLEKHA8,0.402338714
MTURN,0.041625042
ZNRF2,0.687225825
NOD1,0.040996195
GS1-114I9.1,0.0
GGCT,0.428925463
GARS,0.18119578
INMT,0.0
FAM188B,0.0
AQP1,0.0
ADCYAP1R1,0.0
PDE1C,0.005565747
LSM5,1.119805082
AVL9,0.435528484
RP11-225B17.2,0.0
RP11-265E18.1,0.0
KBTBD2,0.03047294
FKBP9,0.352606664
NT5C3A,2.301995376
RP9,0.201618452
BBS9,0.023089143
BMPER,0.0
DPY19L1,0.0
TBX20,0.0
HERPUD2,0.163028439
RP11-379H18.1,0.030871115
AC007551.3,0.0
Sep-07,1.787656205
EEPD1,0.090948319
KIAA0895,0.03830361
ANLN,0.0
AOAH,0.148272721
ELMO1,0.0
EPDR1,0.005987909
SFRP4,0.0
STARD3NL,0.049693645
RP11-121A8.1,0.0
AMPH,0.0
FAM183B,0.0
VPS41,0.344424797
YAE1D1,0.215699169
RALA,2.061085002
LINC00265,0.062999612
RP11-467D6.1,0.008469523
CDK13,0.276361937
MPLKIP,0.840927768
