Gene,expression
PLA2G10,0.520577622
NOMO1,0.020019218
NPIPA1,0.087186499
PDXDC1,0.78714226
NTAN1,0.048317827
RRN3,0.192456577
NPIPA5,0.056833682
MPV17L,0.122155563
KIAA0430,0.170343346
NDE1,0.17853173
FOPNL,0.223962268
ABCC1,0.05583847
ABCC6,0.146715229
XYLT1,0.162576976
RPS15A,17.62244367
ARL6IP1,1.610351803
SMG1,1.192301775
TMC7,0.112929256
COQ7,0.257008306
ITPRIPL2,0.69641066
RP11-626G11.3,0.019139489
SYT17,0.009563594
TMC5,1.063829465
GDE1,0.902808779
CCP110,0.051679772
C16orf62,0.19965483
KNOP1,0.26842079
IQCK,0.082989346
GP2,0.251509054
ACSM3,0.388337075
THUMPD1,0.594565333
ERI2,0.024898414
AC004381.6,0.045185078
DCUN1D3,0.016094147
TMEM159,0.227000692
ANKS4B,0.153484542
CRYM,0.145133451
METTL9,0.740262883
NPIPB4,0.029921486
UQCRC2,1.632693326
C16orf52,0.072294525
EEF2K,0.853780334
CDR2,0.118259265
NPIPB5,0.337406875
USP31,0.039158707
SCNN1B,0.032526672
COG7,0.005565747
GGA2,0.050415423
EARS2,0.021659894
UBFD1,0.093689102
NDUFAB1,1.791511383
DCTN5,0.144485685
PLK1,0.023089143
CTD-2196E14.5,0.033616609
ERN2,0.344196967
CHP2,1.97916342
PRKCB,0.193197774
RBBP6,0.47680253
TNRC6A,0.327829146
ARHGAP17,0.259566806
LCMT1,0.567867467
NSMCE1,0.451430505
IL4R,0.294918595
GTF3C1,0.078534625
KIAA0556,0.03047294
XPO6,0.351755492
NPIPB6,0.038369452
CLN3-ENSG00000188603,0.554386835
APOBR,0.62544171
NUPR1,0.302162223
CCDC101,0.138069308
SULT1A2,0.346359736
SULT1A1,1.313373529
EIF3C,0.022171769
ATXN2L,0.209033863
TUFM,1.638640672
SH2B1,0.402908538
RABEP2,0.137980621
NFATC2IP,0.373611961
SPNS1,0.374068449
SNX29P2,0.08740775
RP11-345J4.5,0.502937753
SULT1A4,0.005987909
QPRT,0.319835719
C16orf54,0.237035458
ZG16,7.282193216
KIF22,0.073978035
MAZ,0.373793634
AC009133.14,0.325521826
AC009133.12,0.029921486
MVP,3.383607382
CDIPT,0.332112275
SEZ6L2,0.142897175
KCTD13,0.151466541
TMEM219,2.00641808
TAOK2,0.337655257
HIRIP3,0.162137854
INO80E,0.079037469
FAM57B,0.022171769
ALDOA,12.0412979
PPP4C,0.934154559
YPEL3,0.794223478
GDPD3,0.201138257
MAPK3,1.474834868
CORO1A,0.047516854
BOLA2B,0.015551503
SULT1A3,0.009340487
CD2BP2,0.531221661
TBC1D10B,0.296701129
MYLPF,0.011442485
ZNF48,0.017607122
DCTPP1,1.123804049
SEPHS2,1.211382938
ZNF768,0.152852203
ZNF764,0.092652545
ZNF688,0.476528085
AC002310.7,0.083836351
ZNF689,0.039177584
PRR14,0.052083857
FBRS,0.22689849
RP11-146F11.1,0.011131494
SRCAP,0.338668774
PHKG2,0.084272402
RNF40,0.084353936
BCL7C,0.299287175
MIR4519,0.020241604
FBXL19-AS1,0.081726835
FBXL19,0.057977737
ORAI3,0.082469243
HSD3B7,0.057687327
STX4,0.552846969
ZNF646,0.005565747
VKORC1,0.332317674
BCKDK,0.10802079
KAT8,0.32019939
PRSS8,1.726115722
PRSS36,0.026974536
FUS,1.501704449
PYCARD,3.372169708
C16orf98,0.180881099
ITGAX,0.019139489
RP11-452L6.5,0.053631923
ARMC5,0.118708595
AC026471.6,0.005987909
C16orf58,0.132418099
ZNF720,0.105836325
ZNF267,0.045140018
VPS35,1.370473707
ORC6,0.097901003
C16orf87,0.124168776
GPT2,0.157589748
DNAJA2,1.098301394
ITFG1,0.881183977
PHKB,0.389841694
LONP2,0.350051135
SIAH1,0.252690546
N4BP1,0.354614175
CNEP1R1,0.239491249
HEATR3,0.050415423
PAPD5,0.09499759
ADCY7,0.099293061
BRD7,0.482364209
CYLD,0.214631484
TOX3,0.143046542
CHD9,0.980693109
RBL2,0.414696996
AKTIP,0.146770236
RPGRIP1L,0.032526672
FTO,0.11522462
LPCAT2,0.17664821
AMFR,0.184691305
NUDT21,0.171726162
OGFOD1,0.044127898
BBS2,0.032526672
MT3,0.026229513
MT2A,37.98526306
MT1E,18.60258588
MT1M,6.61088643
MT1A,0.159708626
MT1F,3.837755613
MT1G,43.97798166
MT1H,10.0263614
MT1X,6.393270755
HERPUD1,1.296701446
NLRC5,0.187158277
CPNE2,0.439129833
FAM192A,0.195665253
RSPRY1,0.030464162
ARL2BP,0.151606763
PLLP,0.064751769
CX3CL1,0.083836351
CIAPIN1,0.164047376
COQ9,0.396749009
POLR2C,0.404014929
DOK4,0.343660347
GPR56,0.10455991
KATNB1,0.140965722
USB1,0.452511724
MMP15,0.431238184
C16orf80,0.005565747
CSNK2A2,0.221565503
CNOT1,0.709059163
SLC38A7,0.111607143
GOT2,0.297728362
TK2,0.06276062
CKLF,0.332899478
CMTM4,0.292477721
DYNC1LI2,1.233856674
NAE1,1.415988009
RP11-61A14.1,0.074764823
CA7,23.65344498
RP11-61A14.3,0.029370301
FAM96B,1.473696653
CES2,3.037425782
CES3,0.667598746
CES4A,0.0768837
CBFB,0.064234327
TRADD,0.341617875
FBXL8,0.077639752
NOL3,0.326740149
KIAA0895L,0.09366619
E2F4,0.190968446
ELMO3,0.151808922
TMEM208,1.044452748
ZDHHC1,0.0120963
HSD11B2,1.596615046
ATP6V0D1,2.089955871
CTCF,0.63204771
GFOD2,0.090987965
RANBP10,0.071546528
CENPT,0.164866764
THAP11,0.017243282
NUTF2,0.281838991
PSKH1,0.049156065
CTC-479C5.12,0.057977737
PSMB10,0.478470991
DUS2,0.011442485
DDX28,0.017846128
NFATC3,0.384701888
RP11-96D1.11,0.059501208
ESRP2,0.011553656
PLA2G15,0.009563594
SLC7A6,0.04114549
SLC7A6OS,0.231825141
PRMT7,0.310463756
SMPD3,0.314746807
ZFP90,0.006530553
CDH1,2.679944703
CHTF8,0.387985589
CIRH1A,0.060680386
SNTB2,0.321023058
VPS4A,0.279267127
COG8,0.216500923
NIP7,0.090230206
TMED6,0.020241604
TERF2,0.32689973
CYB5B,0.972648275
NFAT5,0.358134099
NQO1,1.338555563
NOB1,0.211326204
WWP2,0.447227648
PDPR,0.026549771
EXOSC6,0.172098875
AARS,0.057901966
DDX19B,0.200990576
DDX19A,0.104200109
ST3GAL2,0.009340487
FUK,0.099821239
COG4,0.296879457
SF3B3,0.066159274
VAC14,0.018870935
CMTR2,0.03653813
ZNF19,0.044687545
RP11-432I5.2,0.135076724
MARVELD3,1.461884934
PHLPP2,1.106533138
AP1G1,0.351757003
ATXN1L,0.066043905
IST1,1.07560545
ZNF821,0.313738465
DHODH,0.014457432
DHX38,0.194121646
ZFHX3,0.161007429
PSMD7,1.215304366
AC009120.6,0.086075859
NPIPB15,0.310790178
RP11-252A24.7,0.114651644
GLG1,0.438815155
RFWD3,0.186349995
MLKL,0.005565747
FA2H,0.531344771
ZNRF1,0.065354114
LDHD,0.274659679
BCAR1,0.431311355
CFDP1,2.383801562
TMEM170A,0.923415404
CHST6,0.077639752
TMEM231,0.005565747
GABARAPL2,1.776568279
ADAT1,0.010401411
KARS,0.342945274
TERF2IP,0.256361106
MON1B,0.335508933
SYCE1L,0.017607122
NUDT7,0.139477036
WWOX,0.129692557
MAF,0.093689102
CMC2,0.271013368
CENPN,0.033397553
ATMIN,0.384090793
GCSH,0.1758572
GAN,0.201320762
CMIP,0.172853241
7SK-ENSG00000260682,1.737696554
SDR42E1,0.028434529
HSD17B2,2.333204596
MPHOSPH6,0.123926761
HSBP1,2.962696418
MLYCD,0.05583847
OSGIN1,0.028247539
MBTPS1,0.418203442
TAF1C,0.033180948
ATP2C2,0.274055473
TLDC1,0.183711682
COTL1,0.391800714
KLHL36,0.449918998
USP10,0.294032365
ZDHHC7,0.306396013
KIAA0513,0.085895632
GSE1,0.600212064
GINS2,0.032002048
EMC8,0.355032214
COX4I1,16.28145279
IRF8,0.005987909
FBXO31,0.155414231
MAP1LC3B,2.430175304
KLHDC4,0.077920526
SLC7A5,0.043724898
BANP,0.204817428
ZFPM1,0.234576843
ZC3H18,0.207778547
CYBA,5.95809053
MVD,0.337878279
RNF166,0.032140286
CTU2,0.005987909
PIEZO1,0.129375283
APRT,2.144023333
GALNS,0.094292759
TRAPPC2L,0.507393869
CBFA2T3,0.024705236
ACSF3,0.1074437
ANKRD11,0.467218169
SPG7,0.285004385
RPL13,34.92219645
DPEP1,0.140906845
CHMP1A,0.742033542
SPATA33,0.07722633
CDK10,0.195059935
VPS9D1,0.150060024
ZNF276,0.176997355
FANCA,0.014270443
SPIRE2,0.203130047
TCF25,1.241450355
MC1R,0.03830361
DEF8,0.174258977
GAS8,0.135386564
RPH3AL,0.201297086
C17orf97,0.172253203
VPS53,0.027328121
FAM57A,0.029370301
GLOD4,0.476577516
RP11-676J12.4,0.124180409
RNMTL1,0.036331332
TIMM22,0.146606672
ABR,0.766690638
YWHAE,3.176798346
CRK,1.095815078
MYO1C,0.733925279
INPP5K,0.136479444
PITPNA-AS1,0.270140405
PITPNA,0.219271442
SLC43A2,0.099381525
RILP,0.509450949
PRPF8,0.380591697
TLCD2,0.006530553
MIR22HG,0.548569832
WDR81,0.044291519
SERPINF2,0.037721045
SMYD4,0.017243282
RPA1,0.178185085
DPH1,0.006530553
HIC1,0.005565747
SMG6,0.038139989
SRR,0.008282534
TSR1,0.142409696
SGSM2,0.124180409
MNT,0.081497825
PAFAH1B1,0.993469604
CLUH,0.070269758
RAP1GAP2,0.332412196
TRPV3,0.047716222
SHPK-ENSG00000197417,0.066412014
TAX1BP3,1.837129408
EMC6,0.627329949
ITGAE,0.195784131
GSG2,0.022171769
CTD-3195I5.1,0.079365079
C17orf85,0.141461748
ATP2A3,0.468152042
ZZEF1,0.626332546
CYB5D2,0.109277945
ANKFY1,0.267066331
UBE2G1,0.125377301
MYBBP1A,0.064635994
GGT6,1.06548563
PELP1,0.163070562
ARRB2,0.117891034
MED11,0.117948584
CXCL16,0.055930636
TM4SF5,0.864058953
GLTPD2,0.010401411
PSMB6,1.680177569
PLD2,0.132605112
MINK1,0.48051938
SLC25A11,0.195471637
RNF167,0.437353882
PFN1,14.49362426
ENO3,0.129249297
SPAG7,0.765276
CAMTA2,0.229124213
INCA1,0.128473991
KIF1C,0.581667086
ZFP3,0.080510112
ZNF232,0.013068752
RABEP1,0.583670323
NUP88,0.076743744
RPAIN,0.460425213
CTC-524C5.2,0.100660332
C1QBP,1.17172063
DHX33,0.103089771
DERL2,0.582071753
MIS12,0.058545214
WSCD1,0.076786473
TXNDC17,3.298416189
MED31,0.262266929
XAF1,0.364002661
AC027763.2,0.125401284
RNASEK,0.433521143
C17orf49,0.034238901
ACADVL,1.844246429
DVL2,0.038139989
PHF23,0.186531503
GABARAP,0.372503226
CTDNEP1,0.811096002
ELP5,0.227820726
CLDN7,11.08801835
YBX2,0.052204213
EIF5A,2.20407273
GPS2,0.536881756
NEURL4,0.020241604
KCTD11,0.013068752
TNK1,0.035444059
TMEM256,0.825885853
TMEM102,0.290832946
POLR2A,0.42964829
TNFSF12,0.03948508
SENP3,0.053177912
EIF4A1,3.488811458
CD68,0.428033648
MPDU1,0.200868635
FXR2,0.031375043
SAT2,0.465700679
TP53,0.223322918
KDM6B,0.567240966
LSMD1,1.524107616
CYB5D1,0.029921486
CHD3,0.029359705
KCNAB3,0.020241604
TRAPPC1,1.679593268
PER1,0.047716222
VAMP2,0.902346402
TMEM107,0.084930826
C17orf59,0.017008233
SLC25A35,0.130238356
RANGRF,0.156616631
RPL26,19.36074678
NDEL1,0.12931316
MFSD6L,0.026860925
STX8,0.364852977
SCO1,0.196237961
ADPRM,0.109558655
TMEM220,0.12106864
LINC00675,0.641990754
ZNF18,0.303701045
MAP2K4,0.633519159
ARHGAP44,0.365143681
ELAC2,0.092091247
COX10,0.050675454
PMP22,0.083836351
CDRT4,0.029921486
TVP23C,0.008469523
TRIM16,0.111528263
ADORA2B,0.072031719
ZSWIM7,0.346136849
TTC19,0.418230399
NCOR1,2.163612078
PIGL,0.224346068
CENPV,0.641344197
UBB,13.99461972
FAM211A,0.396952676
MPRIP,0.256100227
FLCN,0.197962251
COPS3,0.129727639
MED9,0.072551744
RASD1,0.159022429
PEMT,0.020800996
SREBF1,0.332420011
TOM1L2,0.556607883
LRRC48,0.165343915
ATPAF2,0.406214975
DRG2,0.114229841
ALKBH5,0.652498302
FLII,0.555555767
MIEF2,0.051225309
TOP3A,0.129129807
SMCR8,0.017243282
SHMT1,0.09432174
LGALS9C,0.205998538
TVP23B,0.176260982
PRPSAP2,0.160100967
FAM83G,0.206489406
EPN2,0.358522282
B9D1,0.005565747
MAPK7,0.10700922
ALDH3A2,0.320426733
ALDH3A1,0.010401411
AKAP10,0.019139489
SPECC1,0.698632962
LGALS9B,0.569789545
USP22,0.607354816
DHRS7B,0.156870916
TMEM11,0.414503377
MAP2K3,0.283607498
MTRNR2L1,0.463359616
WSB1,1.504614447
RP11-173M1.8,0.020549071
LGALS9,2.656027549
NOS2,0.011131494
RP11-138P22.1,0.009563594
NLK,0.097692919
TMEM97,0.051914057
IFT20,0.285082279
TNFAIP1,0.428987135
POLDIP2,0.380504565
TMEM199,0.356399414
UNC119,0.157277993
PIGS,0.396092032
ALDOC,0.010401411
SPAG5,0.032556592
RP11-192H23.6,0.320033409
KIAA0100,0.095708827
SDF2,0.563995827
SUPT6H,0.293809486
RPL23A,16.09406032
TLCD1,0.023933514
NEK8,0.128294597
TRAF4,0.494949626
FAM222B,0.231349181
ERAL1,0.193417403
FLOT2,0.106522269
DHRS13,0.005987909
PHF12,0.321192302
MYO18A,0.041859843
NUFIP2,0.562505207
TAOK1,0.676532885
ABHD15,0.037736988
TP53I13,0.034362359
GIT1,0.140521221
SSH2,0.667486515
NSRP1,0.701878542
BLMH,0.209788069
TMIGD1,0.031371676
CPD,0.465839928
GOSR1,0.561361989
CRLF3,0.321768706
TEFM,0.279602861
ADAP2,0.006530553
RNF135,0.19738637
NF1,0.338233721
RAB11FIP4,0.632389073
COPRS,0.112925243
UTP6,0.385595115
SUZ12,0.088104831
LRRC37B,0.0553409
RHOT1,0.094531486
C17orf75,0.056646744
ZNF207,1.076125263
PSMD11,0.728847908
MYO1D,1.661877641
TMEM98,0.875314184
CCL2,0.008282534
CCT6B,0.038369452
ZNF830,0.46256603
LIG3,0.12367726
RFFL,0.065727355
RAD51D,0.029370301
NLE1,0.061102548
SLFN5,0.116910312
RP11-1094M14.11,0.130004333
AP2B1,0.441266485
MMP28,0.416251778
TAF15,0.256218477
CCL5,0.005987909
RDM1,0.010401411
CCL14,0.137151635
CCL15,1.330388853
CCL23,0.148136123
CCL18,0.005987909
CCL4,0.019139489
ZNHIT3,0.21686983
MYO19,0.047366427
PIGW,0.010401411
GGNBP2,0.791619194
DHRS11,1.524582714
MRM1,0.011442485
AATF,0.289949571
ACACA,0.258555839
TADA2A,0.068164356
SYNRG,0.362856973
DDX52,0.282394528
HNF1B,0.01403527
RP11-1407O15.2,0.180770231
MRPL45,0.235653054
MLLT6,0.039158707
CISD3,2.007546267
PCGF2,0.090073706
PSMB3,3.310912108
PIP4K2B,0.030643015
CWC25,0.536388144
RPL23,7.900600562
LASP1,1.49838928
LINC00672,0.05583847
RPL19,22.13110993
RP11-690G19.3,0.154764239
MED1,0.231713958
CDK12,0.712956136
PPP1R1B,0.963092282
STARD3,0.176298059
PGAP3,0.035139734
ERBB2,0.591288508
MIEN1,1.671797732
GRB7,0.102484808
GSDMB,0.833518499
ORMDL3,0.1732618
PSMD3,0.764642957
MED24,0.221155317
THRA,0.088592466
NR1D1,0.303692904
MSL1,0.432141295
CASC3,0.067362835
RAPGEFL1,0.740952573
WIPF2,0.665245615
CTD-2267D19.2,0.298770406
CTD-2267D19.3,0.13142609
TOP2A,0.158314813
IGFBP4,0.853243563
SMARCE1,0.462052832
KRT10,1.239732741
TMEM99,0.192862652
KRT20,21.6273715
KRT13,0.055114638
KRT15,0.169090505
KRT19,32.00925138
JUP,1.746023432
EIF1,13.68303479
HAP1,0.077639752
LEPREL4,0.035640239
NT5C3B,0.189831736
ACLY,0.207324227
CNP,0.047077475
DNAJC7,0.626539838
NKIRAS2,0.223366775
DHX58,0.017607122
KAT2A,0.026229513
RAB5C,1.291785999
GHDC,0.040260822
STAT5B,0.065140957
STAT5A,0.042235437
STAT3,0.427168132
ATP6V0A1,0.154484436
NAGLU,0.159512992
HSD17B1,0.005987909
RP11-400F19.6,0.067687109
COASY,0.421619693
MLX,0.466459725
PSMC3IP,0.008469523
FAM134C,0.203445281
TUBG1,0.064310737
CCR10,0.037736988
EZH1,0.101987682
VPS25,0.482589677
WNK4,0.088041163
COA3,1.965340398
CNTD1,0.026974536
BECN1,0.514988416
PSME3,0.19160887
AARSD1,0.108082122
RUNDC1,0.137151635
RPL27,7.40526626
IFI35,0.825658534
VAT1,0.158293989
BRCA1,0.085922285
NBR1,0.748693855
TMEM106A,0.038278977
LINC00910,0.005565747
DHX8,0.393764326
ETV4,0.028159678
DUSP3,0.636376765
PYY,0.217767792
TMEM101,0.153232148
LSM12,0.210906321
G6PC3,0.093570069
HDAC5,0.083279914
TMUB2,0.531165059
ATXN7L3,0.177073837
UBTF,0.490472786
RP5-882C2.2,0.077328706
SLC25A39,0.502679328
GRN,3.197692849
GPATCH8,0.501533575
CCDC43,0.232243619
EFTUD2,0.060574817
NMT1,0.330168444
PLCD3,1.133747167
ACBD4,0.040702417
HEXIM1,0.647390062
CTD-2020K17.4,0.079346087
ARHGAP27,0.779761235
PLEKHM1,0.046971093
KANSL1,0.35460425
KANSL1-AS1,0.322306305
ARL17A,0.046087097
NSF,0.383900475
GOSR2,0.17058395
CDC27,0.243831027
NPEPPS,0.678207409
KPNB1,0.524757605
OSBPL7,0.077816042
MRPL10,0.167692448
SCRN2,0.368568874
SP6,0.03213097
SP2,0.080375426
PNPO,0.2667467
RP11-6N17.6,0.005565747
PRR15L,2.705454956
CDK5RAP3,0.546693047
NFE2L1,0.958471341
CBX1,0.159372459
SNX11,0.277274014
SKAP1,0.026565223
HOXB3,0.164430413
HOXB-AS3,0.016565068
HOXB4,0.115376859
HOXB5,0.112386169
HOXB6,0.265838621
HOXB7,0.588580827
HOXB9,0.102698166
HOXB-AS4,0.093689102
RP11-357H14.17,0.914074441
CTD-2377D24.6,0.041644456
CALCOCO2,0.704194861
ATP5G1,3.880746698
UBE2Z,0.530954993
SNF8,1.04746737
ZNF652,0.195892275
PHB,1.188931624
SPOP,0.387088186
SLC35B1,0.185199912
FAM117A,0.064142036
KAT7,0.067593064
ITGA3,0.560951249
PDK2,0.532559306
PPP1R9B,0.077881845
TMEM92,0.095085958
XYLT2,0.05011398
MRPL27,0.925309889
LRRC59,0.696135386
ACSF2,0.327432293
RSAD1,0.222877143
EPN3,0.237047845
SPATA20,0.320205833
ABCC3,1.701968959
ANKRD40,0.189328828
RP11-294J22.6,0.044468047
LUC7L3,0.776882077
TOB1,0.92291707
RP11-700H6.1,0.038769307
SPAG9,0.987303988
NME1,0.497604723
NME1-NME2,0.143636605
NME2,0.034714508
MBTD1,0.179187995
UTP18,0.090622179
TOM1L1,0.126960054
COX11,0.127611496
STXBP4,0.029178338
MMD,0.131109713
PCTP,0.090884722
C17orf67,0.068103173
DGKE,0.071450345
TRIM25,0.146677438
COIL,0.125372313
SCPEP1,0.017243282
AKAP1,0.784145442
RP11-166P13.4,0.216926656
MSI2,0.169903807
MRPS23,0.241099012
VEZF1,0.18840024
RP11-159D12.2,0.053067527
SRSF1,0.891102537
DYNLL2,0.813760765
MKS1,0.020241604
BZRAP1,0.010401411
SUPT4H1,0.725896939
RNF43,0.387494384
MTMR4,0.641032493
RAD51C,0.100354097
TRIM37,0.211146629
AC099850.1,0.063202024
SKA2,0.191201885
PRR11,0.005565747
SMG8,0.041644456
GDPD1,0.219775392
YPEL2,0.303513164
DHX40,0.112010106
CLTC,1.323793955
PTRH2,0.213201234
VMP1,1.796467683
RPS6KB1,0.112886377
RNFT1,0.103421582
HEATR6,0.045185078
CA4,56.96767269
USP32,0.082450978
APPBP2,0.1277353
PPM1D,0.097606792
BCAS3,0.129412774
NACA2,0.045185078
INTS2,0.106098854
MED13,0.916776113
METTL2A,0.10404865
TLK2,0.706936007
TANC2,0.027422022
CYB561,0.150234032
ACE,0.05011398
DCAF7,0.442630671
TACO1,0.049570681
STRADA,0.04114549
CCDC47,0.658532429
DDX42,0.317948492
FTSJ3,0.01403527
PSMC5,1.067844297
SMARCD2,0.367593033
CD79B,0.005565747
ICAM2,0.117452961
ERN1,0.048722301
SNORA76,0.125469369
TEX2,0.064142036
POLG2,0.008469523
DDX5,5.334613143
CEP95,0.085129123
SMURF2,0.227476313
LRRC37A3,0.016726436
GNA13,0.791985754
RP11-160O5.1,0.039912937
AXIN2,0.271983822
PRKCA,0.186332844
HELZ,0.29644341
PSMD12,0.462533952
NOL11,0.070868952
BPTF,1.286979501
C17orf58,0.04114549
KPNA2,0.089165156
AMZ2,0.125445516
ARSG,0.009340487
WIPI1,0.203179616
PRKAR1A,0.820800609
AC079210.1,0.150060024
ABCA5,0.244795517
MAP2K6,0.142288466
RP1-193H18.2,0.295031142
KCNJ2-AS1,0.032002048
KCNJ2,0.213877796
SOX9,0.32148253
LINC00511,0.319070261
SLC39A11,0.091582479
COG1,0.005565747
FAM104A,0.249652649
C17orf80,0.059842972
CDC42EP4,0.39851528
RPL38,6.322805123
GPRC5C,1.4521191
SLC9A3R1,1.583341404
NAT9,0.108526075
FDXR,0.011975818
HID1,0.245419104
ICT1,0.163068989
ATP5H,2.260473053
SLC16A5,0.360329063
ARMC7,0.043977867
NT5C,1.627302931
HN1,4.440710227
SUMO2,2.881831282
NUP85,0.127417293
GGA3,0.137546756
MRPS7,0.465045825
MIF4GD,0.131775716
GRB2,0.900009073
KIAA0195,0.17387895
TSEN54,0.133908799
LLGL2,2.537553208
MYO15B,3.769723736
RECQL5,0.170662091
SMIM5,0.361691931
SMIM6,0.286112877
SAP30BP,0.343899703
ITGB4,0.464497243
GALK1,0.212188406
H3F3B,12.33930654
UNK,0.057281719
UNC13D,0.40633403
WBP2,0.725069682
TRIM47,0.048705354
ACOX1,2.692674653
TEN1,0.295928631
CDK3,0.433809213
EVPL,0.008282534
SRP68,0.207371312
EXOC7,0.505368208
RNF157,0.032526672
UBALD2,1.164561094
PRPSAP1,0.108997524
SPHK1,0.078524307
UBE2O,0.005987909
RHBDF2,0.005565747
ST6GALNAC2,0.019139489
ST6GALNAC1,0.335698286
RP11-318A15.2,0.032526672
JMJD6,0.229914799
METTL23,0.184202638
SRSF2,1.348823917
MFSD11,0.413413599
SEC14L1,0.15305198
Sep-09,0.482391332
TNRC6C,0.03047294
TMC6,0.982509269
TMC8,0.101443473
SYNGR2,1.368001547
TK1,0.023227794
AFMID,0.011553656
BIRC5,0.326772259
SOCS3,0.029517384
PGS1,0.086783638
CYTH1,0.425928812
USP36,0.009563594
TIMP2,0.424529204
LGALS3BP,3.902382936
CANT1,1.269213607
C1QTNF1,0.009340487
ENGASE,0.119367174
CBX4,0.255589586
GAA,0.198845912
EIF4A3,0.577547575
SLC26A11,0.159135751
RNF213,0.77292623
ENDOV,0.091917228
CHMP6,0.240208339
BAIAP2-AS1,0.037721045
BAIAP2,0.006530553
AATK,0.009340487
ENTHD2,0.176526713
C17orf89,0.466213868
SLC38A10,0.400112032
RP11-1055B8.4,0.060364856
ACTG1,23.26868538
C17orf70,0.1051888
NPLOC4,0.215587133
OXLD1,0.275644445
CCDC137,0.284768943
ARL16,0.363891601
HGS,0.262899383
RP13-1032I1.7,0.017607122
MRPL12,0.561088593
SLC25A10-ENSG00000183048,0.121025872
P4HB,2.892559401
RP11-498C9.3,0.008469523
ARHGDIA,1.917868698
ALYREF,0.377249456
ANAPC11,1.606796326
PCYT2,0.139854643
SIRT7,0.153883757
MAFG,0.2703765
PYCR1,0.077739943
ASPSCR1,0.220452187
STRA13,1.547107095
LRRC45,0.061923534
RAC3,0.006530553
DCXR,0.857748047
RFNG,0.28951363
GPS1,0.76545441
DUS1L,0.640466949
FASN,0.278860743
CCDC57,0.084068637
SLC16A3,1.033248296
CSNK1D,0.809943687
AC132872.2,0.09811617
RP13-516M14.1,0.006530553
CD7,0.155009921
SECTM1,0.302727791
OGFOD3,0.225657973
HEXDC,0.524591744
C17orf62,0.410852888
NARF,0.319482101
FOXK2,0.091547195
RP13-638C3.4,0.033390319
WDR45B,0.542009563
RAB40B,0.31833976
FN3KRP,0.071414591
FN3K,0.019139489
TBCD,0.022317804
METRNL,1.017985341
USP14,0.126417385
THOC1,0.091547195
TYMS,0.049435104
ENOSF1,0.371287644
YES1,0.56311692
METTL4,0.019045588
SMCHD1,1.823973959
LPIN2,0.432951407
MYOM1,0.825462626
RP13-270P17.3,0.025033497
MYL12A,7.605118083
MYL12B,14.14060313
TGIF1,0.282917358
DLGAP1-AS1,0.005987909
DLGAP1-AS2,0.008282534
LINC00667,0.172326389
LINC00526,0.005565747
ZBTB14,0.111433538
EPB41L3,0.193659391
L3MBTL4,0.009563594
LINC00668,0.362347132
LAMA1,0.056875237
RAB12,0.013061105
NDUFV2,3.488995931
ANKRD12,1.839568745
TWSG1,0.395832786
RALBP1,0.951060745
PPP4R1,0.208844918
RAB31,0.186333403
VAPA,3.108072223
NAPG,0.495065481
GNAL,0.030419869
CHMP1B,1.730196877
MPPE1,0.43175002
IMPA2,0.570734764
AFG3L2,0.244338205
SPIRE1,0.038769307
PSMG2,1.084467553
PTPN2,0.647400197
SEH1L,0.305858313
CEP192,0.112222816
LDLRAD4,0.092551505
FAM210A,0.028301752
RNMT,0.139218732
ZNF519,0.064307994
ANKRD30B,0.032002048
ROCK1,0.796078006
ESCO1,0.259499553
SNRPD1,0.875604332
ABHD3,0.435219844
MIB1,0.326986089
GATA6-AS1,0.135182523
GATA6,0.16712883
RBBP8,0.050236289
CABLES1,0.242064267
RIOK3,3.126992318
C18orf8,0.237713376
NPC1,0.115046785
LAMA3,0.478701277
RP11-799B12.4,0.03047294
OSBPL1A,0.573165973
IMPACT,0.080121126
SS18,0.162201113
TAF4B,0.008469523
KCTD1,0.029795188
U3,0.037736988
RP11-408H20.1,0.297052425
DSC2,4.930541735
DSG4,0.005987909
DSG2,2.811668096
TRAPPC8,0.242089897
RNF138,0.208159168
GAREM,0.085670036
MEP1B,0.110968623
ASXL3,0.073574814
MAPRE2,0.055114638
ZNF397,0.099188875
ZSCAN30,0.162350496
RP11-158H5.7,0.029178338
ZNF24,0.299433958
INO80C,0.363793605
GALNT1,0.331198651
C18orf21,0.336634755
RPRD1A,0.523436559
SLC39A6,0.054173817
ELP2,0.060638381
RP11-49I11.1,0.057426159
TPGS2,0.184977137
PIK3C3,0.235951519
EPG5,0.160039704
PSTPIP2,0.005987909
ATP5A1,2.75770968
HAUS1,0.064201591
C18orf25,0.066523456
PIAS2,0.038139989
HDHD2,0.158757515
IER3IP1-ENSG00000134049,0.425860357
SMAD2,0.489341137
ZBTB7C,0.35755797
SMAD7,0.080706577
DYM,0.099318444
C18orf32,0.339395097
RPL17,1.342231362
LIPG,0.05564896
ACAA2,1.896773142
MYO5B,0.830837223
MBD1,0.384583703
CXXC1,0.250848398
SKA1,0.029623661
ME2,0.227795211
ELAC1,0.123904813
SMAD4,0.362225526
MEX3C,0.084358019
MBD2,0.729833067
RAB27B,0.155227921
CCDC68,1.483606844
TCF4,0.008282534
TXNL1,0.82119594
WDR7,0.153878071
ONECUT2,0.008282534
FECH,0.072470198
NARS,1.439859865
RP11-35G9.3,0.009340487
ATP8B1,1.266658354
NEDD4L,0.881405346
ALPK2,0.093689102
