rank,path_name,p_val,z_score,combined_score,overlapping_genes,adj_p_val,database
260,KEAP1-NFE2L2 Pathway R-HSA-9755511,1.4724578919955776e-07,5.231388329979879,82.29582050067964,"['GSK3B', 'VCP', 'CREBBP', 'NOTCH1', 'CDKN2A', 'CUL3', 'PRKCD', 'KEAP1', 'PSMA5', 'AKT2', 'MYC', 'AKT1', 'EP300', 'MAFK', 'BTRC', 'SQSTM1', 'ATF4', 'NFE2L2']",7.362289459977888e-07,Reactome_2022
261,Signaling By EGFR In Cancer R-HSA-1643713,2.0190991145594207e-07,15.29093567251462,235.71656596056283,"['HSP90AA1', 'PIK3CA', 'SHC1', 'GRB2', 'PIK3R1', 'PLCG1', 'CBL', 'HRAS', 'EGFR']",1.0056815513131215e-06,Reactome_2022
262,Transcriptional Regulation By RUNX1 R-HSA-8878171,2.030490959006232e-07,4.182825688073394,64.45658272708657,"['YAP1', 'CREBBP', 'KMT2A', 'PRKCB', 'HDAC1', 'SRC', 'TCF12', 'AXIN1', 'NFATC2', 'PTPN11', 'RUNX1', 'SMARCA4', 'PSMA5', 'SOCS3', 'ITCH', 'CDK6', 'ELF2', 'CCND1', 'SIN3A', 'MYB', 'ABL1', 'EP300']",1.0074955140107257e-06,Reactome_2022
263,TCR Signaling R-HSA-202403,2.0999863559907887e-07,5.0870841487279845,78.21984423959151,"['CHUK', 'PDPK1', 'PTEN', 'PIK3R1', 'NFKB1', 'RELA', 'NFKBIA', 'IKBKB', 'PSMA5', 'PIK3CA', 'TRAF6', 'CSK', 'PLCG1', 'IKBKG', 'BTRC', 'MAP3K7', 'PAG1', 'NCK1']",1.0380160695011504e-06,Reactome_2022
264,Ub-specific Processing Proteases R-HSA-5689880,2.1196934702238353e-07,4.0096327107997505,61.61532082204765,"['SMAD2', 'USP8', 'SMAD1', 'BECN1', 'SMAD4', 'SMAD3', 'TRRAP', 'USP9X', 'PTEN', 'AXIN1', 'KEAP1', 'HIF1A', 'TGFBR1', 'SMAD7', 'PSMA5', 'NFKBIA', 'HGS', 'MYC', 'TRAF6', 'MDM2', 'IKBKG', 'TP53', 'MAP3K7']",1.0437884512465855e-06,Reactome_2022
265,CD209 (DC-SIGN) Signaling R-HSA-5621575,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['LYN', 'CREBBP', 'EP300', 'PRKCA', 'HRAS', 'NFKB1', 'RELA', 'RELB']",1.0836568138066763e-06,Reactome_2022
266,Interleukin Receptor SHC Signaling R-HSA-912526,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['PIK3CA', 'SHC1', 'PIK3R3', 'GRB2', 'PTPN6', 'PIK3R1', 'JAK2', 'JAK1']",1.0836568138066763e-06,Reactome_2022
267,MAP3K8 (TPL2)-dependent MAPK1/3 Activation R-HSA-5684264,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['IKBKB', 'MAP2K4', 'MAP2K1', 'CHUK', 'MAP3K8', 'IKBKG', 'BTRC', 'NFKB1']",1.0836568138066763e-06,Reactome_2022
268,RIP-mediated NFkB Activation Via ZBP1 R-HSA-1810476,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['IKBKB', 'NFKBIA', 'CHUK', 'IKBKG', 'NFKB1', 'RELA', 'NFKB2', 'NFKBIB']",1.0836568138066763e-06,Reactome_2022
269,RORA Activates Gene Expression R-HSA-1368082,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['NCOA1', 'NCOA2', 'SREBF1', 'CREBBP', 'RXRA', 'EP300', 'RORA', 'PPARA']",1.0836568138066763e-06,Reactome_2022
270,Spry Regulation Of FGF Signaling R-HSA-1295596,2.25067184406002e-07,20.35603112840467,311.5870587273879,"['PPP2CA', 'SRC', 'MKNK1', 'MAPK1', 'PTPN11', 'GRB2', 'CBL', 'MAPK3']",1.0836568138066763e-06,Reactome_2022
271,RSK Activation R-HSA-444257,2.3701425828840595e-07,inf,inf,"['RPS6KA3', 'PDPK1', 'RPS6KA1', 'MAPK1', 'MAPK3']",1.1369687666971503e-06,Reactome_2022
272,Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters R-HSA-4411364,2.87627864634298e-07,60.866279069767444,916.7434471312007,"['TCF7L2', 'MYC', 'LEF1', 'TCF7', 'CTNNB1', 'RUNX3']",1.3547689276253165e-06,Reactome_2022
273,Gastrulation R-HSA-9758941,2.87627864634298e-07,60.866279069767444,916.7434471312007,"['SMAD2', 'SMAD4', 'SMAD3', 'LEF1', 'TCF7', 'CTNNB1']",1.3547689276253165e-06,Reactome_2022
274,Interleukin-2 Signaling R-HSA-9020558,2.87627864634298e-07,60.866279069767444,916.7434471312007,"['STAT5A', 'STAT5B', 'SYK', 'SHC1', 'PTK2B', 'JAK1']",1.3547689276253165e-06,Reactome_2022
275,NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563,2.87627864634298e-07,60.866279069767444,916.7434471312007,"['NOTCH2', 'CREB1', 'MAML2', 'EP300', 'MAML3', 'RBPJ']",1.3547689276253165e-06,Reactome_2022
276,Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351,2.87627864634298e-07,60.866279069767444,916.7434471312007,"['SMAD2', 'SMAD4', 'SMAD3', 'ZFYVE9', 'TGFBR1', 'TGFBR2']",1.3547689276253165e-06,Reactome_2022
277,Downstream Signaling Of Activated FGFR4 R-HSA-5654716,3.365174088278601e-07,28.45126213592233,424.0551355481593,"['PIK3CA', 'SHC1', 'PTPN11', 'GRB2', 'PIK3R1', 'PLCG1', 'HRAS']",1.5680022633556206e-06,Reactome_2022
278,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,3.365174088278601e-07,28.45126213592233,424.0551355481593,"['STAT5A', 'STAT5B', 'PIK3CA', 'PTPN11', 'GRB2', 'PIK3R1', 'HRAS']",1.5680022633556206e-06,Reactome_2022
279,Tie2 Signaling R-HSA-210993,3.365174088278601e-07,28.45126213592233,424.0551355481593,"['GRB7', 'PIK3CA', 'SHC1', 'PTPN11', 'GRB2', 'PIK3R1', 'HRAS']",1.5680022633556206e-06,Reactome_2022
280,Cytoprotection By HMOX1 R-HSA-9707564,3.784066070321264e-07,7.202357563850688,106.50339708000392,"['NCOA1', 'NCOA2', 'CREBBP', 'HDAC3', 'STAT3', 'NCOR2', 'NCOR1', 'RXRA', 'SIN3A', 'MAFK', 'PPARA', 'BLVRA', 'NFE2L2']",1.7568878183634442e-06,Reactome_2022
281,G0 And Early G1 R-HSA-1538133,4.075155891825306e-07,18.092520536100302,266.19863160456254,"['RBL2', 'PCNA', 'TFDP1', 'HDAC1', 'MYC', 'DYRK1A', 'MYBL2', 'E2F4']",1.8786179643166305e-06,Reactome_2022
282,RHO GTPases Activate NADPH Oxidases R-HSA-5668599,4.075155891825306e-07,18.092520536100302,266.19863160456254,"['PRKCB', 'PRKCD', 'MAPK1', 'PRKCA', 'MAPK14', 'PRKCZ', 'NOX1', 'MAPK3']",1.8786179643166305e-06,Reactome_2022
283,FCGR3A-mediated Phagocytosis R-HSA-9664422,4.608475686929379e-07,7.924098671726755,115.61417257168871,"['LYN', 'YES1', 'SYK', 'SRC', 'ABL1', 'MAPK1', 'GRB2', 'CRK', 'PTK2', 'NCK1', 'VAV2', 'MAPK3']",2.1169676300382303e-06,Reactome_2022
284,FLT3 Signaling In Disease R-HSA-9682385,5.153749365177729e-07,13.104010025062657,189.72472094641373,"['STAT5A', 'STAT5B', 'ZMYM2', 'PIK3CA', 'PTPN11', 'GRB2', 'PIK3R1', 'CBL', 'HRAS']",2.3591106249052982e-06,Reactome_2022
285,Beta-catenin Independent WNT Signaling R-HSA-3858494,6.593987810960944e-07,4.406326088413341,62.71055685518589,"['TCF7L2', 'PRKCB', 'NCOA3', 'TCF7', 'FZD6', 'LEF1', 'RORA', 'PRKCA', 'NLK', 'RHOA', 'PSMA5', 'PPP3CA', 'PPP3R1', 'PPP3CB', 'MYC', 'DVL2', 'CTNNB1', 'MAP3K7', 'PRKG1']",3.0077839137716587e-06,Reactome_2022
286,NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,6.797469629940932e-07,10.2060546875,144.94174717530177,"['RXRB', 'NCOA1', 'NCOR2', 'HDAC3', 'RXRA', 'NCOR1', 'KDM1A', 'NR1H2', 'EP300', 'NR1H3']",3.089758922700424e-06,Reactome_2022
287,NR1H2 And NR1H3-mediated Signaling R-HSA-9024446,6.909651775700884e-07,8.647824777961764,122.67092002694177,"['RXRB', 'NCOA1', 'NCOR2', 'SREBF1', 'HDAC3', 'RXRA', 'NCOR1', 'KDM1A', 'NR1H2', 'EP300', 'NR1H3']",3.1198016263501066e-06,Reactome_2022
288,AKT Phosphorylates Targets In Cytosol R-HSA-198323,6.993118969590999e-07,23.707119741100325,336.00501434997074,"['GSK3B', 'GSK3A', 'CHUK', 'BAD', 'AKT2', 'MDM2', 'AKT1']",3.1198016263501066e-06,Reactome_2022
289,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,6.993118969590999e-07,23.707119741100325,336.00501434997074,"['RB1', 'CDK6', 'TFDP1', 'CCND1', 'CDK4', 'E2F2', 'E2F3']",3.1198016263501066e-06,Reactome_2022
290,Repression Of WNT Target Genes R-HSA-4641265,6.993118969590999e-07,23.707119741100325,336.00501434997074,"['TCF7L2', 'TLE1', 'CTBP1', 'HDAC1', 'MYC', 'LEF1', 'TCF7']",3.1198016263501066e-06,Reactome_2022
291,SUMOylation Of Transcription Factors R-HSA-3232118,6.993118969590999e-07,23.707119741100325,336.00501434997074,"['MTA1', 'CDKN2A', 'SP3', 'MDM2', 'TP53BP1', 'TP53', 'PIAS1']",3.1198016263501066e-06,Reactome_2022
292,Interleukin-7 Signaling R-HSA-1266695,7.031552896312163e-07,16.28171206225681,230.67421780702594,"['STAT5A', 'STAT5B', 'IRS1', 'STAT3', 'PIK3R3', 'PIK3R1', 'JAK1', 'SMARCA4']",3.1198016263501066e-06,Reactome_2022
293,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,7.031552896312163e-07,16.28171206225681,230.67421780702594,"['PPP2CA', 'SRC', 'MKNK1', 'MAPK1', 'PTPN11', 'GRB2', 'CBL', 'MAPK3']",3.1198016263501066e-06,Reactome_2022
294,Signaling By NOTCH4 R-HSA-9013694,7.385946612100631e-07,5.603012372243142,79.10622297914497,"['NOTCH2', 'CREBBP', 'NOTCH1', 'JAG1', 'SMAD3', 'MAML2', 'ADAM10', 'PSEN1', 'RBPJ', 'PSMA5', 'DLL4', 'SNW1', 'AKT1', 'EP300', 'MAML3']",3.2658947604526603e-06,Reactome_2022
295,Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788,7.901283451305195e-07,12.229239766081871,171.83390941132078,"['PPP1CB', 'SMAD2', 'XPO1', 'SMAD3', 'ZFYVE9', 'TGFBR1', 'PPP1CA', 'SMAD7', 'TGFBR2']",3.4819215209141537e-06,Reactome_2022
296,Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,8.282152104925488e-07,40.57364341085271,568.1930102066962,"['HSP90AA1', 'SHC1', 'ERBB2', 'GRB2', 'PTPN12', 'HRAS']",3.6251844230313584e-06,Reactome_2022
297,Signaling By FGFR3 In Disease R-HSA-5655332,8.282152104925488e-07,40.57364341085271,568.1930102066962,"['PIK3CA', 'GRB2', 'PIK3R1', 'PLCG1', 'FGFR3', 'HRAS']",3.6251844230313584e-06,Reactome_2022
298,Cellular Response To Heat Stress R-HSA-3371556,8.961567251444328e-07,5.502430262045647,76.62216964026008,"['RANBP2', 'GSK3B', 'VCP', 'CREBBP', 'HSP90AA1', 'SIRT1', 'HDAC6', 'MTOR', 'MAPKAPK2', 'HSF1', 'EP300', 'MAPK1', 'ATM', 'CAMK2G', 'MAPK3']",3.909408532509271e-06,Reactome_2022
299,Regulation Of TP53 Degradation R-HSA-6804757,9.611785901466147e-07,9.719122023809524,134.65946205128418,"['PPP2CA', 'CDKN2A', 'PDPK1', 'AKT2', 'MDM2', 'AKT1', 'ATM', 'SGK1', 'TP53', 'MTOR']",4.179037348463542e-06,Reactome_2022
300,DAP12 Signaling R-HSA-2424491,1.164275367480401e-06,14.800141492748496,202.22042593983826,"['SYK', 'PIK3CA', 'SHC1', 'GRB2', 'PIK3R1', 'PLCG1', 'HRAS', 'VAV2']",5.028431819682795e-06,Reactome_2022
301,Negative Regulation Of MET Activity R-HSA-6807004,1.164275367480401e-06,14.800141492748496,202.22042593983826,"['PTPN1', 'USP8', 'HGS', 'LRIG1', 'GRB2', 'CBL', 'EPS15', 'PTPN2']",5.028431819682795e-06,Reactome_2022
302,Regulation Of MECP2 Expression And Activity R-HSA-9022692,1.1829858780300017e-06,11.463815789473685,156.452069582095,"['NCOR2', 'HDAC2', 'HDAC3', 'CREB1', 'NCOR1', 'HDAC1', 'SIN3A', 'PRKCA', 'CAMK2G']",5.0923233160231865e-06,Reactome_2022
303,Neuronal System R-HSA-112316,1.235291108295613e-06,4.010366301783159,54.55784088491833,"['PRKAA1', 'PRKAA2', 'PRKCB', 'SRC', 'PDPK1', 'GNAI3', 'PRKCA', 'PRKAB1', 'PTPRF', 'GNAI1', 'GNAI2', 'RPS6KA3', 'CREB1', 'RPS6KA1', 'MDM2', 'MAPK1', 'CAMK1', 'HRAS', 'CAMK2G', 'MAPK3']",5.299928847472927e-06,Reactome_2022
304,CTLA4 Inhibitory Signaling R-HSA-389513,1.341476734402522e-06,20.318446601941748,274.7407422034363,"['LYN', 'PPP2CA', 'YES1', 'SRC', 'AKT2', 'AKT1', 'PTPN11']",5.6749703131411064e-06,Reactome_2022
305,TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,1.341476734402522e-06,20.318446601941748,274.7407422034363,"['RBL2', 'PCNA', 'TFDP1', 'EP300', 'E2F4', 'TP53', 'AURKA']",5.6749703131411064e-06,Reactome_2022
306,TRAF6 Mediated IRF7 Activation R-HSA-933541,1.341476734402522e-06,20.318446601941748,274.7407422034363,"['CREBBP', 'TBK1', 'IRF3', 'TRAF6', 'EP300', 'TRIM25', 'IKBKE']",5.6749703131411064e-06,Reactome_2022
307,Interleukin-21 Signaling R-HSA-9020958,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['STAT5A', 'STAT5B', 'STAT1', 'STAT3', 'JAK1']",5.6749703131411064e-06,Reactome_2022
308,Interleukin-9 Signaling R-HSA-8985947,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['STAT5A', 'STAT5B', 'STAT1', 'STAT3', 'JAK1']",5.6749703131411064e-06,Reactome_2022
309,PI-3K cascade:FGFR1 R-HSA-5654689,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['PIK3CA', 'PTPN11', 'GRB2', 'PIK3R1', 'FGFR1']",5.6749703131411064e-06,Reactome_2022
310,PI-3K cascade:FGFR2 R-HSA-5654695,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['PIK3CA', 'PTPN11', 'GRB2', 'PIK3R1', 'FGFR2']",5.6749703131411064e-06,Reactome_2022
311,PI-3K cascade:FGFR3 R-HSA-5654710,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['PIK3CA', 'PTPN11', 'GRB2', 'PIK3R1', 'FGFR3']",5.6749703131411064e-06,Reactome_2022
312,RUNX3 Regulates YAP1-mediated Transcription R-HSA-8951671,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['TEAD4', 'YAP1', 'RUNX3', 'TEAD1', 'TEAD2']",5.6749703131411064e-06,Reactome_2022
313,SMAD2/3 Phosphorylation Motif Mutants In Cancer R-HSA-3304356,1.3663582369332049e-06,101.25725338491296,1367.3133049209575,"['SMAD2', 'SMAD3', 'ZFYVE9', 'TGFBR1', 'TGFBR2']",5.6749703131411064e-06,Reactome_2022
314,Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948,1.733698187668426e-06,10.78844169246646,143.1114166209903,"['DLL4', 'JAG2', 'ADAM17', 'ITCH', 'NOTCH1', 'JAG1', 'ADAM10', 'PSEN1', 'DLL1']",7.109803293277458e-06,Reactome_2022
315,Activation Of BH3-only Proteins R-HSA-114452,1.733698187668426e-06,10.78844169246646,143.1114166209903,"['MAPK8', 'PPP3R1', 'PPP3CC', 'TFDP1', 'YWHAQ', 'BAD', 'AKT2', 'AKT1', 'TP53']",7.109803293277458e-06,Reactome_2022
316,Netrin-1 Signaling R-HSA-373752,1.733698187668426e-06,10.78844169246646,143.1114166209903,"['MAPK8', 'SRC', 'PTPN11', 'PLCG1', 'EZR', 'MAPK14', 'NEO1', 'PTK2', 'NCK1']",7.109803293277458e-06,Reactome_2022
317,Signaling By RAF1 Mutants R-HSA-9656223,1.733698187668426e-06,10.78844169246646,143.1114166209903,"['MAP2K1', 'MAP2K2', 'SRC', 'MAPK1', 'CSK', 'JAK2', 'CAMK2G', 'HRAS', 'MAPK3']",7.109803293277458e-06,Reactome_2022
318,Downregulation Of ERBB2 Signaling R-HSA-8863795,1.86018941194777e-06,13.56549935149157,178.99448820891445,"['USP8', 'HSP90AA1', 'ERBB3', 'AKT2', 'ERBB2', 'AKT1', 'PTPN12', 'EGFR']",7.604547910478305e-06,Reactome_2022
319,Interleukin-15 Signaling R-HSA-8983432,1.987410217689922e-06,30.427325581395348,399.47056497760883,"['STAT5A', 'STAT5B', 'SHC1', 'STAT3', 'GRB2', 'JAK1']",7.998864653241172e-06,Reactome_2022
320,PI3K Events In ERBB2 Signaling R-HSA-1963642,1.987410217689922e-06,30.427325581395348,399.47056497760883,"['ERBB3', 'PIK3CA', 'ERBB2', 'GRB2', 'PIK3R1', 'EGFR']",7.998864653241172e-06,Reactome_2022
321,RUNX3 Regulates p14-ARF R-HSA-8951936,1.987410217689922e-06,30.427325581395348,399.47056497760883,"['HDAC4', 'CCND1', 'CDKN2A', 'EP300', 'RUNX3', 'RUNX1']",7.998864653241172e-06,Reactome_2022
322,SUMOylation Of Immune Response Proteins R-HSA-4755510,1.987410217689922e-06,30.427325581395348,399.47056497760883,"['NFKBIA', 'IKBKG', 'IKBKE', 'RELA', 'TOPORS', 'NFKB2']",7.998864653241172e-06,Reactome_2022
323,Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770,1.987410217689922e-06,30.427325581395348,399.47056497760883,"['PIK3CA', 'STAT1', 'STAT3', 'GRB2', 'PIK3R1', 'HRAS']",7.998864653241172e-06,Reactome_2022
324,Activation Of HOX Genes During Differentiation R-HSA-5619507,2.1352667263635964e-06,6.635294117647059,86.63649776035352,"['YY1', 'CREBBP', 'JUN', 'NCOR1', 'HDAC3', 'RXRA', 'MAFB', 'NCOA3', 'EP300', 'ZNF335', 'PBX1', 'EZH2']",8.567428223063813e-06,Reactome_2022
325,Metabolism Of Proteins R-HSA-392499,2.291107280606627e-06,1.7726681852333306,23.02071165334673,"['APP', 'THRB', 'THRA', 'TRRAP', 'PTEN', 'KEAP1', 'RORA', 'BRCA1', 'SMC3', 'NR3C1', 'YY1', 'PPP3CA', 'TRIM28', 'SIN3A', 'MYC', 'DAG1', 'TRIM25', 'EP300', 'IKBKG', 'BTRC', 'IKBKE', 'MAP3K7', 'NCOA1', 'USP8', 'NCOA2', 'PARP1', 'AXIN1', 'ADAM10', 'CSNK1D', 'ANK3', 'TOPORS', 'TGFBR1', 'RHOA', 'PIAS1', 'TGFBR2', 'NCOR2', 'PSMA5', 'NR5A2', 'HGS', 'TRAF6', 'PPARG', 'PABPC1', 'PPARA', 'TP53', 'SQSTM1', 'HDAC4', 'BECN1', 'DNMT1', 'DDX5', 'HDAC2', 'VCP', 'HDAC3', 'PCNA', 'PRKDC', 'HDAC1', 'CTBP1', 'EPAS1', 'CUL3', 'NR1I2', 'GATA6', 'HIF1A', 'RELA', 'HDAC7', 'AURKA', 'SOCS3', 'MUC1', 'MTA1', 'RXRA', 'TP53BP1', 'EIF4E', 'PPARGC1A', 'RANBP2', 'SMAD2', 'TCF7L2', 'SMAD1', 'SMAD4', 'CREBBP', 'SMAD3', 'CDX2', 'CDKN2A', 'USP9X', 'VDR', 'NR1H2', 'STAT3', 'NR1H3', 'KLF4', 'SMAD7', 'NFKB2', 'NFKBIA', 'NR4A2', 'HNRNPK', 'GNAQ', 'SP3', 'MDM2', 'CTNNB1', 'NFE2L2']",9.164429122426508e-06,Reactome_2022
326,Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232,2.4125584827839984e-06,17.776941747572817,229.94159076340537,"['JAG2', 'DLL4', 'ADAM17', 'JAG1', 'NOTCH1', 'ADAM10', 'DLL1']",9.591211093636691e-06,Reactome_2022
327,JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321,2.4125584827839984e-06,17.776941747572817,229.94159076340537,"['MAP2K4', 'MAPK9', 'MAPK8', 'IRAK1', 'TRAF6', 'IKBKG', 'MAP3K7']",9.591211093636691e-06,Reactome_2022
328,NOD1/2 Signaling Pathway R-HSA-168638,2.4919651503982597e-06,10.188109161793372,131.4514563917011,"['IKBKB', 'ITCH', 'IRAK1', 'CHUK', 'TRAF6', 'CASP1', 'IKBKG', 'MAPK14', 'MAP3K7']",9.87669114487115e-06,Reactome_2022
329,Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,2.6553186587553776e-06,4.96707386905898,63.7719926282476,"['HDAC2', 'KDM1A', 'HDAC1', 'DOCK7', 'GATA6', 'PRKCA', 'SIN3A', 'IRF1', 'MYB', 'IRF2', 'ABL1', 'MAFK', 'JAK2', 'TP53', 'SH2B3']",1.0492140596905748e-05,Reactome_2022
330,DAP12 Interactions R-HSA-2172127,2.8806806008184343e-06,12.5208021550434,159.7339328096357,"['SYK', 'PIK3CA', 'SHC1', 'GRB2', 'PIK3R1', 'PLCG1', 'HRAS', 'VAV2']",1.131385130230805e-05,Reactome_2022
331,NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507,2.8806806008184343e-06,12.5208021550434,159.7339328096357,"['DLL4', 'JAG2', 'JAG1', 'ADAM10', 'PSEN1', 'YBX1', 'DLL1', 'EGFR']",1.131385130230805e-05,Reactome_2022
332,EPH-Ephrin Signaling R-HSA-2682334,3.448939691326027e-06,5.219183965640658,65.64399254001061,"['LYN', 'YES1', 'ROCK1', 'SRC', 'ADAM10', 'PSEN1', 'RHOA', 'PTK2', 'VAV2', 'EFNB1', 'SDCBP', 'NCK2', 'EPHB2', 'HRAS']",1.3504884333505526e-05,Reactome_2022
333,Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,3.519098235279629e-06,9.650969529085872,121.19017549202096,"['MAP2K1', 'MAP2K2', 'SRC', 'MAPK1', 'CSK', 'JAK2', 'CAMK2G', 'HRAS', 'MAPK3']",1.3738221338929482e-05,Reactome_2022
334,Extracellular Matrix Organization R-HSA-1474244,3.826141056293545e-06,4.029114906832298,50.257784548030266,"['DDR1', 'ITGB1', 'SDC4', 'ITGB4', 'ITGA3', 'ADAM10', 'PRKCA', 'PSEN1', 'CEACAM1', 'ADAM17', 'BMP2', 'ADAM15', 'CASP3', 'ADAM12', 'DAG1', 'ITGAV', 'CAPN1', 'CD44']",1.4892165787968886e-05,Reactome_2022
335,Apoptosis R-HSA-109581,4.107542007777626e-06,3.526410593447252,43.73696245124713,"['ROCK1', 'DAPK1', 'BAD', 'CDKN2A', 'DAPK3', 'PRKCD', 'STAT3', 'PTK2', 'PSMA5', 'PPP3R1', 'MAPK8', 'PPP3CC', 'TFDP1', 'YWHAQ', 'AKT2', 'CASP3', 'AKT1', 'MAPK1', 'CTNNB1', 'TP53', 'MAPK3']",1.591711067108775e-05,Reactome_2022
336,Signaling By FLT3 Fusion Proteins R-HSA-9703465,4.113960911911911e-06,15.800215749730313,195.94043897386004,"['STAT5A', 'STAT5B', 'ZMYM2', 'PIK3CA', 'GRB2', 'PIK3R1', 'HRAS']",1.591711067108775e-05,Reactome_2022
337,Disorders Of Developmental Biology R-HSA-9675151,4.196898088651145e-06,24.33953488372093,301.3517939102737,"['NCOR2', 'HDAC3', 'NCOR1', 'HDAC1', 'SIN3A', 'PRKCA']",1.5999904736793222e-05,Reactome_2022
338,Erythropoietin Activates RAS R-HSA-9027284,4.196898088651145e-06,24.33953488372093,301.3517939102737,"['LYN', 'SHC1', 'GRB2', 'JAK2', 'HRAS', 'CRKL']",1.5999904736793222e-05,Reactome_2022
339,MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699,4.196898088651145e-06,24.33953488372093,301.3517939102737,"['PTPN1', 'HDAC2', 'NOTCH1', 'CREB1', 'HDAC1', 'SIN3A']",1.5999904736793222e-05,Reactome_2022
340,Prolactin Receptor Signaling R-HSA-1170546,4.196898088651145e-06,24.33953488372093,301.3517939102737,"['STAT5A', 'GHR', 'STAT5B', 'PTPN11', 'BTRC', 'JAK2']",1.5999904736793222e-05,Reactome_2022
341,Prolonged ERK Activation Events R-HSA-169893,4.196898088651145e-06,24.33953488372093,301.3517939102737,"['MAP2K1', 'MAP2K2', 'MAPK1', 'CRK', 'CRKL', 'MAPK3']",1.5999904736793222e-05,Reactome_2022
342,MET Promotes Cell Motility R-HSA-8875878,4.3397144583022415e-06,11.625347415230683,143.5463255882646,"['ITGB1', 'SRC', 'ITGA3', 'DOCK7', 'GRB2', 'CRK', 'PTK2', 'CRKL']",1.6447897363827736e-05,Reactome_2022
343,VEGFR2 Mediated Vascular Permeability R-HSA-5218920,4.3397144583022415e-06,11.625347415230683,143.5463255882646,"['HSP90AA1', 'PDPK1', 'AKT2', 'CAV1', 'AKT1', 'CTNNB1', 'MTOR', 'VAV2']",1.6447897363827736e-05,Reactome_2022
344,Transcriptional Regulation By VENTX R-HSA-8853884,4.4433553887586375e-06,7.846304086538462,96.69864206776971,"['TCF7L2', 'CEBPB', 'CCND1', 'CDKN2A', 'LEF1', 'CTNNB1', 'TP53', 'RELA', 'NFKB1', 'ANAPC1']",1.6791750015657642e-05,Reactome_2022
345,Interleukin-27 Signaling R-HSA-9020956,4.595015070391965e-06,50.62379110251451,622.1936546966457,"['STAT1', 'STAT3', 'TYK2', 'JAK2', 'JAK1']",1.721475386602177e-05,Reactome_2022
346,Interleukin-35 Signaling R-HSA-8984722,4.595015070391965e-06,50.62379110251451,622.1936546966457,"['STAT1', 'STAT3', 'TYK2', 'JAK2', 'JAK1']",1.721475386602177e-05,Reactome_2022
347,Loss Of Function Of TGFBR1 In Cancer R-HSA-3656534,4.595015070391965e-06,50.62379110251451,622.1936546966457,"['SMAD2', 'SMAD3', 'ZFYVE9', 'TGFBR1', 'TGFBR2']",1.721475386602177e-05,Reactome_2022
348,HDACs Deacetylate Histones R-HSA-3214815,4.889813039032706e-06,9.167543859649124,112.10399444007003,"['NCOR2', 'HDAC2', 'REST', 'NCOR1', 'HDAC3', 'MTA1', 'KDM1A', 'HDAC1', 'MTA3']",1.8266542961903788e-05,Reactome_2022
349,Activated NTRK3 Signals Thru PI3K R-HSA-9603381,5.028289278895566e-06,inf,inf,"['PIK3CA', 'IRS1', 'SRC', 'PIK3R1']",1.8623293625539133e-05,Reactome_2022
350,NR1H2 And NR1H3 Regulate Gene Expression Linked To Triglyceride Lipolysis In Adipose R-HSA-9031528,5.028289278895566e-06,inf,inf,"['RXRB', 'RXRA', 'NR1H2', 'NR1H3']",1.8623293625539133e-05,Reactome_2022
351,STAT5 Activation R-HSA-9645135,5.028289278895566e-06,inf,inf,"['STAT5A', 'STAT5B', 'GRB2', 'PTPN11']",1.8623293625539133e-05,Reactome_2022
